Hz Re(h) Im(h) h white
317.75 -5.408710604091078e-24 -2.405943014569921e-24 (-5.408710604091078e-24-2.405943014569921e-24j) (-1.783341252772951-0.7932791646234661j)
318.0 4.420248302387555e-24 2.5964457405035396e-24 (4.420248302387555e-24+2.5964457405035396e-24j) (1.4578095997602254+0.8563146834348896j)
318.25 2.761164227610345e-24 5.181191360845521e-25 (2.761164227610345e-24+5.181191360845521e-25j) (0.9108772723444623+0.17092172233254305j)
318.5 2.0103507817020333e-24 -2.0916920410337575e-24 (2.0103507817020333e-24-2.0916920410337575e-24j) (0.6632631241383855-0.6900995639660823j)
318.75 -2.6836313982108446e-24 1.3403667572576252e-24 (-2.6836313982108446e-24+1.3403667572576252e-24j) (-0.8853992648100024+0.4422215890911365j)
319.0 -1.6656629262297999e-25 8.216614885676918e-25 (-1.6656629262297999e-25+8.216614885676918e-25j) (-0.05495480808873475+0.2710887581579757j)
319.25 3.341293441481075e-24 2.02520316801212e-24 (3.341293441481075e-24+2.02520316801212e-24j) (1.1023933264439265+0.6681755123309496j)
319.5 -1.066335060188561e-24 -3.5819651827120495e-24 (-1.066335060188561e-24-3.5819651827120495e-24j) (-0.3518191377696641-1.1818085601348112j)
319.75 -3.358554553192293e-24 -3.2307938996746014e-24 (-3.358554553192293e-24-3.2307938996746014e-24j) (-1.1081077498890708-1.0659549225189504j)
320.0 -3.846467363864454e-24 4.044934769275404e-24 (-3.846467363864454e-24+4.044934769275404e-24j) (-1.2691013304918308+1.3345835572832327j)
320.25 4.288864744579037e-24 2.2209746095755464e-24 (4.288864744579037e-24+2.2209746095755464e-24j) (1.4150814592851562+0.7327953150133494j)
320.5 -2.8798068910506747e-24 -2.715292190129235e-25 (-2.8798068910506747e-24-2.715292190129235e-25j) (-0.9501830962283884-0.08959019955120869j)
320.75 -4.148732062644068e-24 1.8281685160251403e-24 (-4.148732062644068e-24+1.8281685160251403e-24j) (-1.3688974144934334+0.6032144561416125j)
321.0 8.503248330163395e-25 -2.8814497062895815e-24 (8.503248330163395e-25-2.8814497062895815e-24j) (0.2805772851156857-0.9507770494250466j)
321.25 -3.886172717783741e-24 -4.674663332514186e-24 (-3.886172717783741e-24-4.674663332514186e-24j) (-1.2823359758714896-1.5425173819317188j)
321.5 4.043165325069432e-25 1.0266178567811139e-24 (4.043165325069432e-25+1.0266178567811139e-24j) (0.13341686287085402+0.338764613382669j)
321.75 -7.616254143966708e-25 -3.67953695751692e-24 (-7.616254143966708e-25-3.67953695751692e-24j) (-0.25132757968502606-1.214204647604751j)
322.0 3.117369495343858e-24 3.851380944317369e-24 (3.117369495343858e-24+3.851380944317369e-24j) (1.028710110706479+1.2709287505119842j)
322.25 -1.3999364028440223e-24 4.850164313222831e-25 (-1.3999364028440223e-24+4.850164313222831e-25j) (-0.46194440758028915+0.16004343310075442j)
322.5 1.509143014778924e-24 -4.484314515521951e-24 (1.509143014778924e-24-4.484314515521951e-24j) (0.49795315402729085-1.479633497148466j)
322.75 6.377087049735442e-24 -1.5750919675439963e-24 (6.377087049735442e-24-1.5750919675439963e-24j) (2.104065861358575-0.5196882544588942j)
323.0 -2.527312414691888e-24 -3.331761732970263e-24 (-2.527312414691888e-24-3.331761732970263e-24j) (-0.8338432296509205-1.0992574355655853j)
323.25 -7.983022675655556e-24 -1.062305593505902e-24 (-7.983022675655556e-24-1.062305593505902e-24j) (-2.633791132651706-0.35048015845857444j)
323.5 8.68563342026852e-25 1.2244760187943106e-25 (8.68563342026852e-25+1.2244760187943106e-25j) (0.28656107456669755+0.0403985693096407j)
323.75 -6.112995006793541e-25 -1.4815838296553403e-24 (-6.112995006793541e-25-1.4815838296553403e-24j) (-0.20170140774669082-0.48885618883069437j)
324.0 -1.718773129058899e-24 -6.191653532319415e-26 (-1.718773129058899e-24-6.191653532319415e-26j) (-0.5671691990749544-0.02043152243599496j)
324.25 -3.943702888897661e-24 3.0375153746569298e-24 (-3.943702888897661e-24+3.0375153746569298e-24j) (-1.3014435988987711+1.0023967454629537j)
324.5 5.134618979405965e-24 3.225709368325976e-24 (5.134618979405965e-24+3.225709368325976e-24j) (1.6944615772245373+1.064507533245233j)
324.75 2.929355751705312e-25 4.4044185339785145e-24 (2.929355751705312e-25+4.4044185339785145e-24j) (0.09667138960758975+1.4534979571711615j)
325.0 -5.563706530006674e-25 -2.2313856054357715e-24 (-5.563706530006674e-25-2.2313856054357715e-24j) (-0.1836070306028248-0.7363761602707268j)
325.25 -3.409529605173203e-24 -1.9427064855839077e-24 (-3.409529605173203e-24-1.9427064855839077e-24j) (-1.1251591680742201-0.6411013442486125j)
325.5 -3.29813929579969e-24 -3.0673846545381685e-24 (-3.29813929579969e-24-3.0673846545381685e-24j) (-1.0883858731247402-1.0122368481193813j)
325.75 -1.727026353328164e-24 5.9865111133780876e-24 (-1.727026353328164e-24+5.9865111133780876e-24j) (-0.5699174778586247+1.975544442813007j)
326.0 -5.048297848494911e-25 -1.5282016643239215e-24 (-5.048297848494911e-25-1.5282016643239215e-24j) (-0.16659539069013948-0.504311276715316j)
326.25 -2.5591084460041414e-24 8.46702353765198e-25 (-2.5591084460041414e-24+8.46702353765198e-25j) (-0.8445234266386541+0.27941761290394407j)
326.5 -4.193516914489356e-24 -1.4014067335644878e-24 (-4.193516914489356e-24-1.4014067335644878e-24j) (-1.3839142023161193-0.4624821412071257j)
326.75 -3.701306069920383e-24 4.404844549556853e-25 (-3.701306069920383e-24+4.404844549556853e-25j) (-1.2215081625841029+0.1453690527223416j)
327.0 1.8439646993616055e-25 -3.369566306552508e-24 (1.8439646993616055e-25-3.369566306552508e-24j) (0.060856165461905386-1.112054285840796j)
327.25 -2.329962622663615e-24 -6.570093022395514e-25 (-2.329962622663615e-24-6.570093022395514e-25j) (-0.7689655774384142-0.21683503956878122j)
327.5 8.367733630409514e-25 6.280502311099191e-24 (8.367733630409514e-25+6.280502311099191e-24j) (0.2761643893968413+2.0727847735818465j)
327.75 -4.320067871260803e-25 2.3203381082449087e-24 (-4.320067871260803e-25+2.3203381082449087e-24j) (-0.14257792332381447+0.7657958132637289j)
328.0 1.2469708673995393e-24 -1.7592548254172718e-24 (1.2469708673995393e-24-1.7592548254172718e-24j) (0.41154832051055634-0.5806217191428491j)
328.25 4.2398251585967525e-24 -3.059644384239801e-24 (4.2398251585967525e-24-3.059644384239801e-24j) (1.3993166242298793-1.0098084451471478j)
328.5 1.5805307778317208e-24 -2.437429285043783e-24 (1.5805307778317208e-24-2.437429285043783e-24j) (0.5216443684365079-0.8044583995697974j)
328.75 1.1185257226854067e-24 8.687036218270687e-24 (1.1185257226854067e-24+8.687036218270687e-24j) (0.3691630763496006+2.8671070764451074j)
329.0 -9.729712095970015e-25 3.628143166307117e-24 (-9.729712095970015e-25+3.628143166307117e-24j) (-0.3211227447545567+1.1974447757910514j)
329.25 1.3805938529195485e-25 1.0119204855379157e-24 (1.3805938529195485e-25+1.0119204855379157e-24j) (0.0455654653718964+0.333976771991157j)
329.5 -2.0299790529083116e-24 3.0856581716288924e-24 (-2.0299790529083116e-24+3.0856581716288924e-24j) (-0.6699782929131183+1.0183967127047562j)
329.75 8.806920891378721e-25 -2.8586961918577323e-24 (8.806920891378721e-25-2.8586961918577323e-24j) (0.2906650981829387-0.9434888987079795j)
330.0 2.8490242830331772e-24 1.8956674849013875e-24 (2.8490242830331772e-24+1.8956674849013875e-24j) (0.9402959342094541+0.6256487314906747j)
330.25 1.185473141958344e-24 6.4960497778353335e-24 (1.185473141958344e-24+6.4960497778353335e-24j) (0.3912549122459964+2.1439637017621247j)
330.5 -2.4794847605586716e-24 3.1786442699588802e-24 (-2.4794847605586716e-24+3.1786442699588802e-24j) (-0.8183314460519945+1.0490826978643113j)
330.75 1.0697499712065754e-24 -6.964601848730412e-24 (1.0697499712065754e-24-6.964601848730412e-24j) (0.3530610373352318-2.298602121546398j)
331.0 2.5186412206134726e-24 -7.15556007148672e-25 (2.5186412206134726e-24-7.15556007148672e-25j) (0.8312542210083642-0.23616263660027986j)
331.25 2.007551674159021e-24 7.311438617011473e-24 (2.007551674159021e-24+7.311438617011473e-24j) (0.6625742116214812+2.413073964591509j)
331.5 9.130260178210044e-25 -4.600123605555165e-25 (9.130260178210044e-25-4.600123605555165e-25j) (0.3013361172922873-0.15182298853550824j)
331.75 -5.488009428254252e-25 -1.7469268640967675e-24 (-5.488009428254252e-25-1.7469268640967675e-24j) (-0.18112675486356103-0.5765573073705105j)
332.0 -3.774152247552953e-24 -2.0544200609840294e-24 (-3.774152247552953e-24-2.0544200609840294e-24j) (-1.2456229482752297-0.6780417443461386j)
332.25 9.31970985549022e-25 3.530619211080757e-24 (9.31970985549022e-25+3.530619211080757e-24j) (0.3075877286587087+1.165245657573113j)
332.5 -1.4226190031662064e-24 3.4437425465011065e-24 (-1.4226190031662064e-24+3.4437425465011065e-24j) (-0.4695195589168492+1.1365688760362227j)
332.75 -5.212455733856326e-26 3.789335616327096e-24 (-5.212455733856326e-26+3.789335616327096e-24j) (-0.01720304675356084+1.2506219928006994j)
333.0 -7.270545159847561e-25 3.0765095909880968e-24 (-7.270545159847561e-25+3.0765095909880968e-24j) (-0.23995393326673395+1.0153579420252206j)
333.25 1.4149488126446801e-24 -2.0158010146148763e-24 (1.4149488126446801e-24-2.0158010146148763e-24j) (0.4669187641260987-0.6651938996357676j)
333.5 7.093153997256873e-26 -2.264664511911398e-24 (7.093153997256873e-26-2.264664511911398e-24j) (0.023401492767345333-0.7471504244297179j)
333.75 -6.182763490467829e-25 -4.5500759524232466e-24 (-6.182763490467829e-25-4.5500759524232466e-24j) (-0.20393436927284309-1.5008124941728174j)
334.0 -5.71223445587954e-25 -1.2182431893063939e-24 (-5.71223445587954e-25-1.2182431893063939e-24j) (-0.18841575022321977-0.4018326037567192j)
334.25 -1.617378688792195e-24 -1.3850370387249087e-24 (-1.617378688792195e-24-1.3850370387249087e-24j) (-0.5335728081266312-0.4569233582913829j)
334.5 3.240419860627877e-25 6.112667382996513e-25 (3.240419860627877e-25+6.112667382996513e-25j) (0.10691879962001995+0.20168962269593038j)
334.75 4.95523501556726e-25 4.417342380451985e-25 (4.95523501556726e-25+4.417342380451985e-25j) (0.16350084544538823+0.14575276683278837j)
335.0 4.121715800890536e-24 -2.240980270571645e-24 (4.121715800890536e-24-2.240980270571645e-24j) (1.3598326541423795-0.7393421323599598j)
335.25 1.242403883682372e-24 1.0177276650191523e-24 (1.242403883682372e-24+1.0177276650191523e-24j) (0.40984714169082725+0.33573041746416227j)
335.5 -8.084282088087924e-27 -2.660081113345217e-24 (-8.084282088087924e-27-2.660081113345217e-24j) (-0.0026668857997256116-0.8775216487994351j)
335.75 -3.3785649930346147e-25 -3.1267085155192805e-24 (-3.3785649930346147e-25-3.1267085155192805e-24j) (-0.11146646896368535-1.0315715649163177j)
336.0 1.884813780253254e-24 -5.100352965431879e-25 (1.884813780253254e-24-5.100352965431879e-25j) (0.6219127084863255-0.16829112563798201j)
336.25 2.767314196587929e-25 1.2377794734668168e-24 (2.767314196587929e-25+1.2377794734668168e-24j) (0.09131729495510732+0.408449005925357j)
336.5 2.1830528375766195e-25 -3.80049540946834e-24 (2.1830528375766195e-25-3.80049540946834e-24j) (0.07204049421321013-1.2541591428316783j)
336.75 3.9975313296565444e-24 7.593549124488829e-25 (3.9975313296565444e-24+7.593549124488829e-25j) (1.3192350549734435+0.25059656499425736j)
337.0 4.0351778227138413e-26 -1.9444884749002135e-24 (4.0351778227138413e-26-1.9444884749002135e-24j) (0.01331124629005117-0.6414479394653999j)
337.25 2.003487052316348e-25 -1.7443825863333937e-24 (2.003487052316348e-25-1.7443825863333937e-24j) (0.06602860722664927-0.5748934215115039j)
337.5 -1.3150930437296525e-24 -3.8214963248846837e-25 (-1.3150930437296525e-24-3.8214963248846837e-25j) (-0.43300449707185534-0.12582570504104976j)
337.75 -5.191351292438686e-24 -7.242941997852262e-24 (-5.191351292438686e-24-7.242941997852262e-24j) (-1.7081247764888914-2.383165381087437j)
338.0 -3.649703138137574e-24 -3.650384349261841e-24 (-3.649703138137574e-24-3.650384349261841e-24j) (-1.2005300196515705-1.2007540966171344j)
338.25 3.922047626283819e-24 -4.808895034098662e-24 (3.922047626283819e-24-4.808895034098662e-24j) (1.289747592354159-1.5813833443907788j)
338.5 4.922584691730312e-24 -3.410483374192062e-24 (4.922584691730312e-24-3.410483374192062e-24j) (1.6185655052194048-1.1213805533635657j)
338.75 -1.225031660968662e-24 -2.251609573676707e-24 (-1.225031660968662e-24-2.251609573676707e-24j) (-0.4028728804425768-0.7404808083588155j)
339.0 -3.7725112975562984e-24 4.0133102355975103e-25 (-3.7725112975562984e-24+4.0133102355975103e-25j) (-1.2408947252399691+0.13201008848748738j)
339.25 -6.337706553006726e-25 2.8435504122021134e-24 (-6.337706553006726e-25+2.8435504122021134e-24j) (-0.20848981586375334+0.9354350771543041j)
339.5 -1.7559154201519168e-24 1.689158313579021e-24 (-1.7559154201519168e-24+1.689158313579021e-24j) (-0.5775718907298238+0.5556135276899776j)
339.75 -1.3746795887017587e-24 3.428076070636557e-24 (-1.3746795887017587e-24+3.428076070636557e-24j) (-0.45211996887434075+1.1274639262075554j)
340.0 2.7315445605900327e-24 -1.6076315138318997e-24 (2.7315445605900327e-24-1.6076315138318997e-24j) (0.8982650043463598-0.528667607914705j)
340.25 -2.776311080977219e-24 4.0667336547693815e-24 (-2.776311080977219e-24+4.0667336547693815e-24j) (-0.9128164331573324+1.337091270060716j)
340.5 3.951371789995883e-24 -1.5561047326226502e-24 (3.951371789995883e-24-1.5561047326226502e-24j) (1.298919933020172-0.5115325923488185j)
340.75 -1.2818183508885606e-26 -6.888381565357825e-24 (-1.2818183508885606e-26-6.888381565357825e-24j) (-0.004212978927198162-2.264018638618774j)
341.0 -2.0768894590644854e-24 5.753700347480105e-24 (-2.0768894590644854e-24+5.753700347480105e-24j) (-0.6826233318650796+1.8911021405632678j)
341.25 -5.9007916857754105e-25 -1.1252647504228728e-24 (-5.9007916857754105e-25-1.1252647504228728e-24j) (-0.19394695852674984-0.3698515173954997j)
341.5 5.470151228691409e-24 -1.3966416924466483e-24 (5.470151228691409e-24-1.3966416924466483e-24j) (1.7979469947895794-0.45905270782303315j)
341.75 -1.3880148925727373e-24 5.2621063266150644e-24 (-1.3880148925727373e-24+5.2621063266150644e-24j) (-0.45621732021135103+1.7295664908506858j)
342.0 -1.5261413250402842e-24 6.2295282577749344e-24 (-1.5261413250402842e-24+6.2295282577749344e-24j) (-0.5016172788440323+2.047542361821953j)
342.25 7.124527338471766e-26 -9.506562193457729e-25 (7.124527338471766e-26-9.506562193457729e-25j) (0.023417141759752083-0.3124649593664852j)
342.5 5.437313766459433e-25 -3.747364914114771e-24 (5.437313766459433e-25-3.747364914114771e-24j) (0.1787085463679858-1.2316488716227172j)
342.75 2.4614845052037846e-25 -2.3027397798528516e-24 (2.4614845052037846e-25-2.3027397798528516e-24j) (0.0808983531134832-0.7568110034622294j)
343.0 6.373512084139529e-24 -1.767151482839744e-24 (6.373512084139529e-24-1.767151482839744e-24j) (2.094609344256983-0.5807617463980129j)
343.25 -2.9464316261968697e-24 -2.2755498621823647e-24 (-2.9464316261968697e-24-2.2755498621823647e-24j) (-0.9682358056070584-0.7477753206352389j)
343.5 6.4323692378826685e-25 -6.263988735983188e-24 (6.4323692378826685e-25-6.263988735983188e-24j) (0.21135454888482738-2.058219086236971j)
343.75 -4.7089928097837735e-24 -4.147992830746073e-24 (-4.7089928097837735e-24-4.147992830746073e-24j) (-1.5471218901914014-1.3628074554437304j)
344.0 -3.368865996312823e-24 4.337463645840221e-24 (-3.368865996312823e-24+4.337463645840221e-24j) (-1.1069199274351378+1.4251754000785068j)
344.25 -4.24490048490056e-24 -3.850813517688642e-24 (-4.24490048490056e-24-3.850813517688642e-24j) (-1.3949834744895995-1.2654763614894633j)
344.5 1.4468865834193699e-24 3.989913760783557e-25 (1.4468865834193699e-24+3.989913760783557e-25j) (0.4755598056767325+0.13113969225293376j)
344.75 -2.09980679831405e-24 -1.7344748232930822e-24 (-2.09980679831405e-24-1.7344748232930822e-24j) (-0.6901714454991643-0.5700929232800095j)
345.0 5.25759051359311e-24 -3.119201953209689e-24 (5.25759051359311e-24-3.119201953209689e-24j) (1.7279386346984817-1.0251444174747133j)
345.25 -2.893358808397398e-24 -2.7665043086124464e-25 (-2.893358808397398e-24-2.7665043086124464e-25j) (-0.9508407027218533-0.09091526751710077j)
345.5 -1.2698455500688767e-24 -5.632333798795163e-24 (-1.2698455500688767e-24-5.632333798795163e-24j) (-0.4172935882528163-1.8508839764090732j)
345.75 3.0361452876518216e-26 1.9582816613134644e-24 (3.0361452876518216e-26+1.9582816613134644e-24j) (0.009977534763301755+0.6435404600549562j)
346.0 -9.53425443678735e-25 2.5166456491335617e-24 (-9.53425443678735e-25+2.5166456491335617e-24j) (-0.3133266440477631+0.8270517015550991j)
346.25 -1.9977969915438052e-24 1.6471249296416747e-24 (-1.9977969915438052e-24+1.6471249296416747e-24j) (-0.6565852026962761+0.5413352109210818j)
346.5 3.1564989576713147e-24 2.22678646442918e-25 (3.1564989576713147e-24+2.22678646442918e-25j) (1.0375591757952236+0.07319573868668718j)
346.75 -2.8445370372445956e-25 -1.2221596818419683e-24 (-2.8445370372445956e-25-1.2221596818419683e-24j) (-0.09351608740719562-0.4017932975954294j)
347.0 -3.9749933777209336e-24 -1.2343129653041717e-24 (-3.9749933777209336e-24-1.2343129653041717e-24j) (-1.306933971306272-0.40582848631177143j)
347.25 2.971495406852493e-25 1.0416650065786217e-24 (2.971495406852493e-25+1.0416650065786217e-24j) (0.0976859603660673+0.34244053116387574j)
347.5 1.2892527525020358e-24 2.057885334447756e-24 (1.2892527525020358e-24+2.057885334447756e-24j) (0.42377469599172846+0.6764226256635874j)
347.75 2.05379220552335e-24 -2.69861918230876e-24 (2.05379220552335e-24-2.69861918230876e-24j) (0.6749866003706912-0.8869114327452419j)
348.0 -3.862311436553677e-24 6.1102077030729906e-24 (-3.862311436553677e-24+6.1102077030729906e-24j) (-1.2692927800199882+2.0080313691257863j)
348.25 -8.164631124227727e-25 2.465754496848023e-25 (-8.164631124227727e-25+2.465754496848023e-25j) (-0.26830388424093743+0.08102895268908543j)
348.5 -1.9298863679941078e-24 2.2864760379655877e-24 (-1.9298863679941078e-24+2.2864760379655877e-24j) (-0.6341587732822763+0.7513337901249965j)
348.75 -2.007294277996103e-24 -6.618877513846827e-24 (-2.007294277996103e-24-6.618877513846827e-24j) (-0.6597266825170899-2.175391098387622j)
349.0 4.232466129007265e-24 1.9569292930421637e-25 (4.232466129007265e-24+1.9569292930421637e-25j) (1.3913805256692997+0.06433207556676428j)
349.25 5.722941623680619e-24 -1.5429993798943569e-24 (5.722941623680619e-24-1.5429993798943569e-24j) (1.8817902635203658-0.5073616682876031j)
349.5 6.472453285853474e-25 6.637081034520834e-25 (6.472453285853474e-25+6.637081034520834e-25j) (0.2128329604570288+0.2182463963792055j)
349.75 1.0532461833296765e-24 1.735972997259012e-24 (1.0532461833296765e-24+1.735972997259012e-24j) (0.346329067624899+0.5708237248598961j)
350.0 -3.61551355002165e-24 -4.9246828311461926e-24 (-3.61551355002165e-24-4.9246828311461926e-24j) (-1.1888255547007793-1.6192965999056257j)
350.25 2.0470897596543716e-24 -5.865452835900913e-24 (2.0470897596543716e-24-5.865452835900913e-24j) (0.6731430698176977-1.9287326846361077j)
350.5 2.1505499721891913e-25 -1.4832124586304513e-24 (2.1505499721891913e-25-1.4832124586304513e-24j) (0.07072410312757495-0.48777695120239556j)
350.75 -1.2301604896338236e-24 2.4027797571251762e-24 (-1.2301604896338236e-24+2.4027797571251762e-24j) (-0.40460114877919884+0.7902769258063487j)
351.0 -2.5223597942834642e-24 -5.1619366247525335e-24 (-2.5223597942834642e-24-5.1619366247525335e-24j) (-0.8296620724737197-1.697879520509395j)
351.25 -1.524273231534149e-25 -2.088686135036491e-24 (-1.524273231534149e-25-2.088686135036491e-24j) (-0.05013690989881695-0.687017697305056j)
351.5 8.742237544102861e-25 -4.6185802811298596e-24 (8.742237544102861e-25-4.6185802811298596e-24j) (0.28755298645177835-1.5191609085274234j)
351.75 4.032912548799197e-24 -1.7754063717253618e-24 (4.032912548799197e-24-1.7754063717253618e-24j) (1.326567142339895-0.5839937584892626j)
352.0 -1.8647110784483135e-24 3.3237536505918365e-24 (-1.8647110784483135e-24+3.3237536505918365e-24j) (-0.6134660953499457+1.0934724405833574j)
352.25 5.133502739469154e-25 -4.52092699755589e-24 (5.133502739469154e-25-4.52092699755589e-24j) (0.1689123550934728-1.487562128859008j)
352.5 -3.0131923393476924e-24 -2.541309080557195e-24 (-3.0131923393476924e-24-2.541309080557195e-24j) (-0.9916181104775856-0.836325008428502j)
352.75 1.1379875123284295e-24 -3.585198359119998e-24 (1.1379875123284295e-24-3.585198359119998e-24j) (0.37460682062115197-1.1801884854238232j)
353.0 1.477932720540698e-25 7.250249730778466e-26 (1.477932720540698e-25+7.250249730778466e-26j) (0.04866463878992139+0.023873264282015257j)
353.25 -1.4684747268214828e-24 -5.286856569004937e-25 (-1.4684747268214828e-24-5.286856569004937e-25j) (-0.48366653482932137-0.17413139975551703j)
353.5 2.3611716670018608e-24 -5.210126288864386e-24 (2.3611716670018608e-24-5.210126288864386e-24j) (0.7778588781475131-1.7164118334559548j)
353.75 -2.8167334433200337e-24 -2.0846989844084016e-24 (-2.8167334433200337e-24-2.0846989844084016e-24j) (-0.9281265022862322-0.6869178130103926j)
354.0 2.554180104459583e-24 -5.224558094087703e-25 (2.554180104459583e-24-5.224558094087703e-25j) (0.8417849391504547-0.1721865388286766j)
354.25 -4.6477071900342154e-24 1.4259867742379107e-25 (-4.6477071900342154e-24+1.4259867742379107e-25j) (-1.5312993062529323+0.0469825758988981j)
354.5 -2.1132776377249357e-24 -5.887794418713882e-25 (-2.1132776377249357e-24-5.887794418713882e-25j) (-0.6958584325042122-0.19387284103020289j)
354.75 3.993577326402438e-24 3.9095790908075126e-24 (3.993577326402438e-24+3.9095790908075126e-24j) (1.31422507535296+1.2865825437374017j)
355.0 4.585167257324e-24 -4.3038803035716155e-24 (4.585167257324e-24-4.3038803035716155e-24j) (1.5075346135664467-1.4150516581302979j)
355.25 4.0162492322343016e-24 2.3688463342165563e-24 (4.0162492322343016e-24+2.3688463342165563e-24j) (1.3186921211622706+0.7777851464257095j)
355.5 2.3794256583551552e-24 -9.031070987430879e-25 (2.3794256583551552e-24-9.031070987430879e-25j) (0.780202140304284-0.2961244403199503j)
355.75 -1.1232554092795368e-24 3.390345286225812e-25 (-1.1232554092795368e-24+3.390345286225812e-25j) (-0.36777026074794517+0.11100486671509402j)
356.0 -4.038973554200121e-24 2.6883365719110113e-24 (-4.038973554200121e-24+2.6883365719110113e-24j) (-1.3198673817189228+0.8785023483646222j)
356.25 3.9491236522904764e-24 -1.8174108695226836e-24 (3.9491236522904764e-24-1.8174108695226836e-24j) (1.2880254495561616-0.5927571933300981j)
356.5 1.0088088587821105e-24 1.3139017706544484e-25 (1.0088088587821105e-24+1.3139017706544484e-25j) (0.32839779120704954+0.04277147604223674j)
356.75 4.796010595085799e-24 2.8005268499570882e-24 (4.796010595085799e-24+2.8005268499570882e-24j) (1.561534802479483+0.911824537245001j)
357.0 -9.445244358267354e-25 3.557842724569424e-24 (-9.445244358267354e-25+3.557842724569424e-24j) (-0.30760209730430976+1.1586782114308292j)
357.25 -2.9821974326396297e-24 1.3763026377462852e-24 (-2.9821974326396297e-24+1.3763026377462852e-24j) (-0.9714424933299719+0.44832674435154746j)
357.5 1.2140183300259808e-24 -2.868564415426602e-24 (1.2140183300259808e-24-2.868564415426602e-24j) (0.3954967017479467-0.9345062895619285j)
357.75 -5.698640908222513e-25 2.065633454832097e-24 (-5.698640908222513e-25+2.065633454832097e-24j) (-0.18565311206851093+0.6729521748406238j)
358.0 5.7804725032431655e-24 -6.661726384605792e-24 (5.7804725032431655e-24-6.661726384605792e-24j) (1.8832483818801593-2.170356389948814j)
358.25 2.1059267925026773e-25 -3.55238345784442e-24 (2.1059267925026773e-25-3.55238345784442e-24j) (0.06863001510639502-1.1576856861478975j)
358.5 7.79179102597395e-24 -1.188410529054799e-24 (7.79179102597395e-24-1.188410529054799e-24j) (2.540663901789181-0.38750419789374435j)
358.75 2.4238130910266594e-24 1.1125389481530492e-24 (2.4238130910266594e-24+1.1125389481530492e-24j) (0.790766763361621+0.36296479559489786j)
359.0 -1.7572083111320306e-24 -1.0349061815063555e-24 (-1.7572083111320306e-24-1.0349061815063555e-24j) (-0.573514600013975-0.33777088406566935j)
359.25 2.8663628082830102e-24 -5.263925680121215e-24 (2.8663628082830102e-24-5.263925680121215e-24j) (0.9354627840892451-1.7179285740574937j)
359.5 6.213484300836532e-25 -4.673966319796091e-24 (6.213484300836532e-25-4.673966319796091e-24j) (0.20277046054925574-1.5252992642617076j)
359.75 -8.960024390275537e-25 2.691587423970368e-24 (-8.960024390275537e-25+2.691587423970368e-24j) (-0.2923836409153917+0.878319183725275j)
360.0 3.262282364875187e-26 3.1856963765213595e-24 (3.262282364875187e-26+3.1856963765213595e-24j) (0.010652973396301231+1.0402882078257407j)
360.25 2.6298078257276806e-24 1.7572512225171944e-24 (2.6298078257276806e-24+1.7572512225171944e-24j) (0.8593679518556987+0.574234120537939j)
360.5 5.563411855594155e-25 4.700555054917563e-25 (5.563411855594155e-25+4.700555054917563e-25j) (0.18192929202995123+0.15371298683002707j)
360.75 -6.710053636324666e-25 -1.7414014866764842e-24 (-6.710053636324666e-25-1.7414014866764842e-24j) (-0.2194924297766632-0.5696294906767287j)
361.0 -1.3761397003251357e-24 -3.0150501983838175e-24 (-1.3761397003251357e-24-3.0150501983838175e-24j) (-0.45022185370635726-0.9864125633562962j)
361.25 2.806651419302143e-24 4.803491739677199e-24 (2.806651419302143e-24+4.803491739677199e-24j) (0.9183813196508454+1.5717794708947357j)
361.5 4.873411353430388e-25 -4.992917169745875e-25 (4.873411353430388e-25-4.992917169745875e-25j) (0.15948978732883182-0.1634007966499102j)
361.75 -4.555064691606419e-24 -1.1126881734397456e-24 (-4.555064691606419e-24-1.1126881734397456e-24j) (-1.4909176256334438-0.3641938198313822j)
362.0 1.4321714661370172e-24 -3.562155744219955e-24 (1.4321714661370172e-24-3.562155744219955e-24j) (0.468827873657308-1.1660879599168281j)
362.25 -1.1455903210136677e-24 5.825486633022058e-25 (-1.1455903210136677e-24+5.825486633022058e-25j) (-0.37501878697011676+0.1907022860225874j)
362.5 2.9930178450884775e-24 -7.693967940467551e-25 (2.9930178450884775e-24-7.693967940467551e-25j) (0.9792931952730843-0.25174091297562595j)
362.75 1.779049228158946e-24 4.976076770089612e-25 (1.779049228158946e-24+4.976076770089612e-25j) (0.5817968437668439+0.16273106518674663j)
363.0 -2.199641057287889e-24 2.1001190794300135e-24 (-2.199641057287889e-24+2.1001190794300135e-24j) (-0.718977666323177+0.6864477773437692j)
363.25 1.8694541709695146e-25 -3.931781040782997e-24 (1.8694541709695146e-25-3.931781040782997e-24j) (0.06107314074328438-1.284472337457653j)
363.5 4.845655707362732e-24 1.2105585557660163e-25 (4.845655707362732e-24+1.2105585557660163e-25j) (1.5821921426696794+0.039526874190922975j)
363.75 1.720869549253836e-24 1.991419133486322e-24 (1.720869549253836e-24+1.991419133486322e-24j) (0.5615987066189684+0.6498914517879121j)
364.0 -2.856516793276571e-24 -8.653345463203556e-25 (-2.856516793276571e-24-8.653345463203556e-25j) (-0.9322450839908908-0.28240823884298216j)
364.25 -1.1187406366449062e-24 -2.3134884945839842e-24 (-1.1187406366449062e-24-2.3134884945839842e-24j) (-0.36524858009440614-0.7553121429875727j)
