Hz Re(h+) Im(h+) Re(hx) Im(hx) h+ hx
155.75 6.026142824676568e-25 2.3938383138284364e-24 -2.2869012597018212e-24 5.756944208506647e-25 (6.026142824676568e-25+2.3938383138284364e-24j) (-2.2869012597018212e-24+5.756944208506647e-25j)
156.0 5.816180764085604e-25 2.3967576094299145e-24 -2.289690145129002e-24 5.556361530018581e-25 (5.816180764085604e-25+2.3967576094299145e-24j) (-2.289690145129002e-24+5.556361530018581e-25j)
156.25 5.606861746822926e-25 2.39948630047806e-24 -2.2922969406503585e-24 5.35639316895914e-25 (5.606861746822926e-25+2.39948630047806e-24j) (-2.2922969406503585e-24+5.35639316895914e-25j)
156.5 5.398199153386141e-25 2.402026295159567e-24 -2.2947234692104623e-24 5.15705190809509e-25 (5.398199153386141e-25+2.402026295159567e-24j) (-2.2947234692104623e-24+5.15705190809509e-25j)
156.75 5.190206066768062e-25 2.4043794974924816e-24 -2.296971549771454e-24 4.958350245978471e-25 (5.190206066768062e-25+2.4043794974924816e-24j) (-2.296971549771454e-24+4.958350245978471e-25j)
157.0 4.982895276236317e-25 2.4065478070939196e-24 -2.2990429970911448e-24 4.760300400557371e-25 (4.982895276236317e-25+2.4065478070939196e-24j) (-2.2990429970911448e-24+4.760300400557371e-25j)
157.25 4.776279281084997e-25 2.4085331189547e-24 -2.3009396215077112e-24 4.5629143127599805e-25 (4.776279281084997e-25+2.4085331189547e-24j) (-2.3009396215077112e-24+4.5629143127599805e-25j)
157.5 4.5703702943564e-25 2.4103373232207543e-24 -2.3026632287308744e-24 4.366203650050076e-25 (4.5703702943564e-25+2.4103373232207543e-24j) (-2.3026632287308744e-24+4.366203650050076e-25j)
157.75 4.365180246533498e-25 2.4119623049811723e-24 -2.3042156196394102e-24 4.170179809954539e-25 (4.365180246533498e-25+2.4119623049811723e-24j) (-2.3042156196394102e-24+4.170179809954539e-25j)
158.0 4.160720789201623e-25 2.413409944062775e-24 -2.305598590084902e-24 3.9748539235614766e-25 (4.160720789201623e-25+2.413409944062775e-24j) (-2.305598590084902e-24+3.9748539235614766e-25j)
158.25 3.9570032986808833e-25 2.414682114831037e-24 -2.3068139307015547e-24 3.780236858990354e-25 (3.9570032986808833e-25+2.414682114831037e-24j) (-2.3068139307015547e-24+3.780236858990354e-25j)
158.5 3.7540388796267687e-25 2.4157806859972822e-24 -2.3078634267220023e-24 3.586339224831772e-25 (3.7540388796267687e-25+2.4157806859972822e-24j) (-2.3078634267220023e-24+3.586339224831772e-25j)
158.75 3.5518383686039874e-25 2.4167075204319226e-24 -2.3087488577988923e-24 3.3931713735616422e-25 (3.5518383686039874e-25+2.4167075204319226e-24j) (-2.3087488577988923e-24+3.3931713735616422e-25j)
159.0 3.350412337624806e-25 2.4174644749837697e-24 -2.3094719978322673e-24 3.200743404921467e-25 (3.350412337624806e-25+2.4174644749837697e-24j) (-2.3094719978322673e-24+3.200743404921467e-25j)
159.25 3.1497710976598704e-25 2.4180534003051384e-24 -2.310034614802481e-24 3.0090651692723273e-25 (3.1497710976598704e-25+2.4180534003051384e-24j) (-2.310034614802481e-24+3.0090651692723273e-25j)
159.5 2.9499247021188723e-25 2.4184761406826953e-24 -2.310438470608605e-24 2.818146270920059e-25 (2.9499247021188723e-25+2.4184761406826953e-24j) (-2.310438470608605e-24+2.818146270920059e-25j)
159.75 2.7508829502976975e-25 2.418734533873945e-24 -2.310685320912218e-24 2.6279960714084115e-25 (2.7508829502976975e-25+2.418734533873945e-24j) (-2.310685320912218e-24+2.6279960714084115e-25j)
160.0 2.552655390796306e-25 2.4188304109491947e-24 -2.3107769149864282e-24 2.4386236927842468e-25 (2.552655390796306e-25+2.4188304109491947e-24j) (-2.3107769149864282e-24+2.4386236927842468e-25j)
160.25 2.3552513249066214e-25 2.418765596138876e-24 -2.3107149955700215e-24 2.250038020834084e-25 (2.3552513249066214e-25+2.418765596138876e-24j) (-2.3107149955700215e-24+2.250038020834084e-25j)
160.5 2.1586798099669576e-25 2.418541906686171e-24 -2.3105012987266635e-24 2.0622477082886767e-25 (2.1586798099669576e-25+2.418541906686171e-24j) (-2.3105012987266635e-24+2.0622477082886767e-25j)
160.75 1.9629496626879471e-25 2.418161152704749e-24 -2.310137553708999e-24 1.8752611780003693e-25 (1.9629496626879471e-25+2.418161152704749e-24j) (-2.310137553708999e-24+1.8752611780003693e-25j)
161.0 1.7680694624453304e-25 2.4176251370415644e-24 -2.3096254828275716e-24 1.6890866260887884e-25 (1.7680694624453304e-25+2.4176251370415644e-24j) (-2.3096254828275716e-24+1.6890866260887884e-25j)
161.25 1.5740475545435641e-25 2.4169356551445733e-24 -2.3089668013244548e-24 1.5037320250586621e-25 (1.5740475545435641e-25+2.4169356551445733e-24j) (-2.3089668013244548e-24+1.5037320250586621e-25j)
161.5 1.3808920534473433e-25 2.4160944949352772e-24 -2.308163217251488e-24 1.3192051268869832e-25 (1.3808920534473433e-25+2.4160944949352772e-24j) (-2.308163217251488e-24+1.3192051268869832e-25j)
161.75 1.1886108459815826e-25 2.4151034366859815e-24 -2.3072164313530172e-24 1.1355134660800409e-25 (1.1886108459815826e-25+2.4151034366859815e-24j) (-2.3072164313530172e-24+1.1355134660800409e-25j)
162.0 9.97211594502472e-26 2.4139642529016703e-24 -2.306128136953047e-24 9.526643627028219e-26 (9.97211594502472e-26+2.4139642529016703e-24j) (-2.306128136953047e-24+9.526643627028219e-26j)
162.25 8.067017400355285e-26 2.4126787082063863e-24 -2.3049000198466975e-24 7.706649253768772e-26 (8.067017400355285e-26+2.4126787082063863e-24j) (-2.3049000198466975e-24+7.706649253768772e-26j)
162.5 6.170885053831155e-26 2.411248559234039e-24 -2.303533758195888e-24 5.895220542490245e-26 (6.170885053831155e-26+2.411248559234039e-24j) (-2.303533758195888e-24+5.895220542490245e-26j)
162.75 4.28378898203372e-26 2.409675554523507e-24 -2.302031022429127e-24 4.092424439327362e-26 (4.28378898203372e-26+2.409675554523507e-24j) (-2.302031022429127e-24+4.092424439327362e-26j)
163.0 2.405797140549749e-26 2.4079614344179826e-24 -2.300393475145353e-24 2.2983258641688572e-26 (2.405797140549749e-26+2.4079614344179826e-24j) (-2.300393475145353e-24+2.2983258641688572e-26j)
163.25 5.3697539412446425e-27 2.406107930968425e-24 -2.2986227710217e-24 5.1298773946356395e-27 (5.3697539412446425e-27+2.406107930968425e-24j) (-2.2986227710217e-24+5.1298773946356395e-27j)
163.5 -1.3226124534670732e-26 2.40411676784105e-24 -2.2967205567251197e-24 -1.2635289812426079e-26 (-1.3226124534670732e-26+2.40411676784105e-24j) (-2.2967205567251197e-24-1.2635289812426079e-26j)
163.75 -3.172904629889174e-26 2.401989660228764e-24 -2.2946884708277735e-24 -3.031165285095078e-26 (-3.172904629889174e-26+2.401989660228764e-24j) (-2.2946884708277735e-24-3.031165285095078e-26j)
164.0 -5.0138413649994904e-26 2.399728314766457e-24 -2.292528143726107e-24 -4.7898640719910374e-26 (-5.0138413649994904e-26+2.399728314766457e-24j) (-2.292528143726107e-24-4.7898640719910374e-26j)
164.25 -6.845364861905453e-26 2.3973344294500446e-24 -2.290241197563511e-24 -6.539570126928847e-26 (-6.845364861905453e-26+2.3973344294500446e-24j) (-2.290241197563511e-24-6.539570126928847e-26j)
164.5 -8.667419268337292e-26 2.3948096935592014e-24 -2.287829246156505e-24 -8.280230092659875e-26 (-8.667419268337292e-26+2.3948096935592014e-24j) (-2.287829246156505e-24-8.280230092659875e-26j)
164.75 -1.0479950648300613e-25 2.392155787583696e-24 -2.285293894924363e-24 -1.0011792442607404e-25 (-1.0479950648300613e-25+2.392155787583696e-24j) (-2.285293894924363e-24-1.0011792442607404e-25j)
165.0 -1.2282906954039506e-25 2.389374383153217e-24 -2.282636740822075e-24 -1.1734207454082202e-25 (-1.2282906954039506e-25+2.389374383153217e-24j) (-2.282636740822075e-24-1.1734207454082202e-25j)
165.25 -1.4076237998312296e-25 2.3864671429706528e-24 -2.279859372276608e-24 -1.3447427181796757e-25 (-1.4076237998312296e-25+2.3864671429706528e-24j) (-2.279859372276608e-24-1.3447427181796757e-25j)
165.5 -1.585989542692906e-25 2.383435720748713e-24 -2.2769633691263555e-24 -1.5151405431629602e-25 (-1.585989542692906e-25+2.383435720748713e-24j) (-2.2769633691263555e-24-1.5151405431629602e-25j)
165.75 -1.7633832691615823e-25 2.380281761149831e-24 -2.2739503025637283e-24 -1.684609773470171e-25 (-1.7633832691615823e-25+2.380281761149831e-24j) (-2.2739503025637283e-24-1.684609773470171e-25j)
166.0 -1.9398005023159572e-25 2.3770068997292473e-24 -2.270821735080779e-24 -1.8531461321721165e-25 (-1.9398005023159572e-25+2.3770068997292473e-24j) (-2.270821735080779e-24-1.8531461321721165e-25j)
166.25 -2.1152369404851317e-25 2.3736127628812327e-24 -2.267579220417827e-24 -2.0207455097612577e-25 (-2.1152369404851317e-25+2.3736127628812327e-24j) (-2.267579220417827e-24-2.0207455097612577e-25j)
166.5 -2.289688454620179e-25 2.370100967788366e-24 -2.2642243035150027e-24 -2.1874039616406956e-25 (-2.289688454620179e-25+2.370100967788366e-24j) (-2.2642243035150027e-24-2.1874039616406956e-25j)
166.75 -2.4631510856980484e-25 2.3664731223737546e-24 -2.260758520466602e-24 -2.353117705644043e-25 (-2.4631510856980484e-25+2.3664731223737546e-24j) (-2.260758520466602e-24-2.353117705644043e-25j)
167.0 -2.635621042150206e-25 2.3627308252562066e-24 -2.2571833984782622e-24 -2.5178831195789403e-25 (-2.635621042150206e-25+2.3627308252562066e-24j) (-2.2571833984782622e-24-2.5178831195789403e-25j)
167.25 -2.807094697323757e-25 2.3588756657081943e-24 -2.2535004558268008e-24 -2.681696738801585e-25 (-2.807094697323757e-25+2.3588756657081943e-24j) (-2.2535004558268008e-24-2.681696738801585e-25j)
167.5 -2.977568586967136e-25 2.354909223616631e-24 -2.2497112018227475e-24 -2.8445552538147474e-25 (-2.977568586967136e-25+2.354909223616631e-24j) (-2.2497112018227475e-24-2.8445552538147474e-25j)
167.75 -3.147039406747889e-25 2.3508330694462997e-24 -2.245817136775405e-24 -3.006455507896436e-25 (-3.147039406747889e-25+2.3508330694462997e-24j) (-2.245817136775405e-24-3.006455507896436e-25j)
168.0 -3.315504009794845e-25 2.3466487642059676e-24 -2.241819751960476e-24 -3.1673944947518624e-25 (-3.315504009794845e-25+2.3466487642059676e-24j) (-2.241819751960476e-24-3.1673944947518624e-25j)
168.25 -3.4829594042709867e-25 2.3423578594170313e-24 -2.2377205295901124e-24 -3.327369356194739e-25 (-3.4829594042709867e-25+2.3423578594170313e-24j) (-2.2377205295901124e-24-3.327369356194739e-25j)
168.5 -3.649402750972173e-25 2.3379618970846985e-24 -2.2335209427853816e-24 -3.48637737985327e-25 (-3.649402750972173e-25+2.3379618970846985e-24j) (-2.2335209427853816e-24-3.48637737985327e-25j)
168.75 -3.814831360955327e-25 2.3334624096715868e-24 -2.2292224555510446e-24 -3.644415996904292e-25 (-3.814831360955327e-25+2.3334624096715868e-24j) (-2.2292224555510446e-24-3.644415996904292e-25j)
169.0 -3.9792426931906025e-25 2.32886092007376e-24 -2.2248265227526654e-24 -3.801482779830323e-25 (-3.9792426931906025e-25+2.32886092007376e-24j) (-2.2248265227526654e-24-3.801482779830323e-25j)
169.25 -4.142634352244756e-25 2.3241589415990205e-24 -2.220334590095871e-24 -3.9575754402064215e-25 (-4.142634352244756e-25+2.3241589415990205e-24j) (-2.220334590095871e-24-3.9575754402064215e-25j)
169.5 -4.305004085987455e-25 2.3193579779475486e-24 -2.2157480941078544e-24 -4.112691826508959e-25 (-4.305004085987455e-25+2.3193579779475486e-24j) (-2.2157480941078544e-24-4.112691826508959e-25j)
169.75 -4.466349783327546e-25 2.314459523194684e-24 -2.2110684621209295e-24 -4.266829921953015e-25 (-4.466349783327546e-25+2.314459523194684e-24j) (-2.2110684621209295e-24-4.266829921953015e-25j)
170.0 -4.626669471974483e-25 2.309465061775898e-24 -2.2062971122581698e-24 -4.419987842353799e-25 (-4.626669471974483e-25+2.309465061775898e-24j) (-2.2062971122581698e-24-4.419987842353799e-25j)
170.25 -4.785961316224866e-25 2.3043760684738834e-24 -2.2014354534210786e-24 -4.572163834012079e-25 (-4.785961316224866e-25+2.3043760684738834e-24j) (-2.2014354534210786e-24-4.572163834012079e-25j)
170.5 -4.944223614777323e-25 2.2991940084076486e-24 -2.1964848852791687e-24 -4.7233562716266675e-25 (-4.944223614777323e-25+2.2991940084076486e-24j) (-2.1964848852791687e-24-4.7233562716266675e-25j)
170.75 -5.101454798571766e-25 2.2939203370236375e-24 -2.1914467982614785e-24 -4.873563656230209e-25 (-5.101454798571766e-25+2.2939203370236375e-24j) (-2.1914467982614785e-24-4.873563656230209e-25j)
171.0 -5.257653428655263e-25 2.2885565000887815e-24 -2.1863225735499355e-24 -5.02278461315038e-25 (-5.257653428655263e-25+2.2885565000887815e-24j) (-2.1863225735499355e-24-5.02278461315038e-25j)
171.25 -5.412818194071515e-25 2.2831039336854717e-24 -2.1811135830745535e-24 -5.171017889993653e-25 (-5.412818194071515e-25+2.2831039336854717e-24j) (-2.1811135830745535e-24-5.171017889993653e-25j)
171.5 -5.56694790977879e-25 2.277564064208309e-24 -2.175821189510326e-24 -5.318262354656237e-25 (-5.56694790977879e-25+2.277564064208309e-24j) (-2.175821189510326e-24-5.318262354656237e-25j)
171.75 -5.720041514589452e-25 2.271938308362738e-24 -2.1704467462759225e-24 -5.464516993355652e-25 (-5.720041514589452e-25+2.271938308362738e-24j) (-2.1704467462759225e-24-5.464516993355652e-25j)
172.0 -5.872098069137139e-25 2.2662280731653463e-24 -2.1649915975339744e-24 -5.609780908688718e-25 (-5.872098069137139e-25+2.2662280731653463e-24j) (-2.1649915975339744e-24-5.609780908688718e-25j)
172.25 -6.0231167538662705e-25 2.2604347559459383e-24 -2.159457078193055e-24 -5.754053317710874e-25 (-6.0231167538662705e-25+2.2604347559459383e-24j) (-2.159457078193055e-24-5.754053317710874e-25j)
172.5 -6.173096867048409e-25 2.2545597443511812e-24 -2.1538445139111653e-24 -5.897333550041151e-25 (-6.173096867048409e-25+2.2545597443511812e-24j) (-2.1538445139111653e-24-5.897333550041151e-25j)
172.75 -6.322037822819588e-25 2.2486044163499772e-24 -2.148155221100863e-24 -6.039621045987174e-25 (-6.322037822819588e-25+2.2486044163499772e-24j) (-2.148155221100863e-24-6.039621045987174e-25j)
173.0 -6.469939149245641e-25 2.2425701402402664e-24 -2.142390506935763e-24 -6.180915354696928e-25 (-6.469939149245641e-25+2.2425701402402664e-24j) (-2.142390506935763e-24-6.180915354696928e-25j)
173.25 -6.616800486407394e-25 2.236458274657476e-24 -2.1365516693586093e-24 -6.321216132329472e-25 (-6.616800486407394e-25+2.236458274657476e-24j) (-2.1365516693586093e-24-6.321216132329472e-25j)
173.5 -6.762621584511871e-25 2.230270168584387e-24 -2.1306399970907005e-24 -6.460523140250531e-25 (-6.762621584511871e-25+2.230270168584387e-24j) (-2.1306399970907005e-24-6.460523140250531e-25j)
173.75 -6.907402302026237e-25 2.2240071613624474e-24 -2.1246567696426998e-24 -6.598836243249795e-25 (-6.907402302026237e-25+2.2240071613624474e-24j) (-2.1246567696426998e-24-6.598836243249795e-25j)
174.0 -7.051142603834597e-25 2.217670582704508e-24 -2.118603257326796e-24 -6.736155407780059e-25 (-7.051142603834597e-25+2.217670582704508e-24j) (-2.118603257326796e-24-6.736155407780059e-25j)
174.25 -7.193842559416983e-25 2.211261752708937e-24 -2.112480721270196e-24 -6.872480700217559e-25 (-7.193842559416983e-25+2.211261752708937e-24j) (-2.112480721270196e-24-6.872480700217559e-25j)
174.5 -7.335502341053562e-25 2.2047819818749794e-24 -2.1062904134297897e-24 -7.007812285146396e-25 (-7.335502341053562e-25+2.2047819818749794e-24j) (-2.1062904134297897e-24-7.007812285146396e-25j)
174.75 -7.4761222220479e-25 2.198232571119511e-24 -2.100033576608162e-24 -7.142150423661176e-25 (-7.4761222220479e-25+2.198232571119511e-24j) (-2.100033576608162e-24-7.142150423661176e-25j)
175.0 -7.6157025749752055e-25 2.1916148117949587e-24 -2.0937114444707086e-24 -7.275495471693504e-25 (-7.6157025749752055e-25+2.1916148117949587e-24j) (-2.0937114444707086e-24-7.275495471693504e-25j)
175.25 -7.754243869950895e-25 2.1849299857084875e-24 -2.087325241563968e-24 -7.407847878357897e-25 (-7.754243869950895e-25+2.1849299857084875e-24j) (-2.087325241563968e-24-7.407847878357897e-25j)
175.5 -7.891746672922416e-25 2.1781793651423138e-24 -2.080876183335026e-24 -7.539208184319914e-25 (-7.891746672922416e-25+2.1781793651423138e-24j) (-2.080876183335026e-24-7.539208184319914e-25j)
175.75 -8.0282116439810015e-25 2.1713642128752278e-24 -2.0743654761520783e-24 -7.669577020183328e-25 (-8.0282116439810015e-25+2.1713642128752278e-24j) (-2.0743654761520783e-24-7.669577020183328e-25j)
176.0 -8.163639535696542e-25 2.164485782205165e-24 -2.0677943173259915e-24 -7.798955104899382e-25 (-8.163639535696542e-25+2.164485782205165e-24j) (-2.0677943173259915e-24-7.798955104899382e-25j)
176.25 -8.29803119147176e-25 2.1575453169729075e-24 -2.061163895132948e-24 -7.927343244194486e-25 (-8.29803119147176e-25+2.1575453169729075e-24j) (-2.061163895132948e-24-7.927343244194486e-25j)
176.5 -8.431387543919269e-25 2.150544051586783e-24 -2.054475388838039e-24 -8.054742329019771e-25 (-8.431387543919269e-25+2.150544051586783e-24j) (-2.054475388838039e-24-8.054742329019771e-25j)
176.75 -8.563709613258248e-25 2.1434832110483944e-24 -2.0477299687198483e-24 -8.181153334019398e-25 (-8.563709613258248e-25+2.1434832110483944e-24j) (-2.0477299687198483e-24-8.181153334019398e-25j)
177.0 -8.694998505730953e-25 2.1363640109793824e-24 -2.040928796096015e-24 -8.306577316017792e-25 (-8.694998505730953e-25+2.1363640109793824e-24j) (-2.040928796096015e-24-8.306577316017792e-25j)
177.25 -8.825255412041774e-25 2.129187657649028e-24 -2.0340730233496067e-24 -8.431015412528444e-25 (-8.825255412041774e-25+2.129187657649028e-24j) (-2.0340730233496067e-24-8.431015412528444e-25j)
177.5 -8.954481605814196e-25 2.1219553480028846e-24 -2.0271637939564704e-24 -8.55446884027979e-25 (-8.954481605814196e-25+2.1219553480028846e-24j) (-2.0271637939564704e-24-8.55446884027979e-25j)
177.75 -9.082678442068631e-25 2.114668269692251e-24 -2.02020224251339e-24 -8.67693889376105e-25 (-9.082678442068631e-25+2.114668269692251e-24j) (-2.02020224251339e-24-8.67693889376105e-25j)
178.0 -9.209847355719549e-25 2.1073276011045297e-24 -2.0131894947670874e-24 -8.798426943786486e-25 (-9.209847355719549e-25+2.1073276011045297e-24j) (-2.0131894947670874e-24-8.798426943786486e-25j)
178.25 -9.335989860092942e-25 2.099934511394391e-24 -2.006126667643995e-24 -8.918934436079104e-25 (-9.335989860092942e-25+2.099934511394391e-24j) (-2.006126667643995e-24-8.918934436079104e-25j)
178.5 -9.461107545462127e-25 2.0924901605157655e-24 -1.99901486928082e-24 -9.038462889871858e-25 (-9.461107545462127e-25+2.0924901605157655e-24j) (-1.99901486928082e-24-9.038462889871858e-25j)
178.75 -9.585202077602056e-25 2.0849956992546784e-24 -1.99185519905591e-24 -9.157013896526543e-25 (-9.585202077602056e-25+2.0849956992546784e-24j) (-1.99185519905591e-24-9.157013896526543e-25j)
179.0 -9.708275196364623e-25 2.0774522692627115e-24 -1.984648747621221e-24 -9.274589118172742e-25 (-9.708275196364623e-25+2.0774522692627115e-24j) (-1.984648747621221e-24-9.274589118172742e-25j)
179.25 -9.830328714270547e-25 2.0698610030913055e-24 -1.977396596935089e-24 -9.391190286362627e-25 (-9.830328714270547e-25+2.0698610030913055e-24j) (-1.977396596935089e-24-9.391190286362627e-25j)
179.5 -9.951364515120148e-25 2.0622230242267546e-24 -1.9700998202956587e-24 -9.50681920074377e-25 (-9.951364515120148e-25+2.0622230242267546e-24j) (-1.9700998202956587e-24-9.50681920074377e-25j)
179.75 -1.0071384552623134e-24 2.0545394471258308e-24 -1.962759482374917e-24 -9.621477727750165e-25 (-1.0071384552623134e-24+2.0545394471258308e-24j) (-1.962759482374917e-24-9.621477727750165e-25j)
180.0 -1.0190390849045593e-24 2.046811377252118e-24 -1.9553766392534063e-24 -9.73516779930964e-25 (-1.0190390849045593e-24+2.046811377252118e-24j) (-1.9553766392534063e-24-9.73516779930964e-25j)
180.25 -1.030838549387532e-24 2.039039911112954e-24 -1.947952338455513e-24 -9.847891411568822e-25 (-1.030838549387532e-24+2.039039911112954e-24j) (-1.947952338455513e-24-9.847891411568822e-25j)
180.5 -1.042537064250446e-24 2.0312261362970025e-24 -1.940487618985363e-24 -9.95965062363462e-25 (-1.042537064250446e-24+2.0312261362970025e-24j) (-1.940487618985363e-24-9.95965062363462e-25j)
180.75 -1.0541348514928802e-24 2.023371131512445e-24 -1.9329835113633074e-24 -1.0070447556331627e-24 (-1.0541348514928802e-24+2.023371131512445e-24j) (-1.9329835113633074e-24-1.0070447556331627e-24j)
181.0 -1.0656321394466601e-24 2.0154759666256388e-24 -1.925441037662853e-24 -1.0180284390978174e-24 (-1.0656321394466601e-24+2.0154759666256388e-24j) (-1.925441037662853e-24-1.0180284390978174e-24j)
181.25 -1.0770291626492345e-24 2.0075417027004204e-24 -1.9178612115482105e-24 -1.0289163368176657e-24 (-1.0770291626492345e-24+2.0075417027004204e-24j) (-1.9178612115482105e-24-1.0289163368176657e-24j)
181.5 -1.0883261617186472e-24 1.9995693920379847e-24 -1.9102450383123916e-24 -1.0397086786619117e-24 (-1.0883261617186472e-24+1.9995693920379847e-24j) (-1.9102450383123916e-24-1.0397086786619117e-24j)
181.75 -1.099523383230637e-24 1.9915600782170243e-24 -1.9025935149155553e-24 -1.0504057001913137e-24 (-1.099523383230637e-24+1.9915600782170243e-24j) (-1.9025935149155553e-24-1.0504057001913137e-24j)
182.0 -1.1106210795967237e-24 1.983514796134707e-24 -1.8949076300241556e-24 -1.0610076425417153e-24 (-1.1106210795967237e-24+1.983514796134707e-24j) (-1.8949076300241556e-24-1.0610076425417153e-24j)
182.25 -1.1216195089444844e-24 1.9754345720478286e-24 -1.8871883640502547e-24 -1.071514752309672e-24 (-1.1216195089444844e-24+1.9754345720478286e-24j) (-1.8871883640502547e-24-1.071514752309672e-24j)
182.5 -1.1325189349991099e-24 1.96732042361456e-24 -1.8794366891914073e-24 -1.0819272814392963e-24 (-1.1325189349991099e-24+1.96732042361456e-24j) (-1.8794366891914073e-24-1.0819272814392963e-24j)
182.75 -1.1433196269666516e-24 1.9591733599366038e-24 -1.8716535694709316e-24 -1.0922454871107228e-24 (-1.1433196269666516e-24+1.9591733599366038e-24j) (-1.8716535694709316e-24-1.0922454871107228e-24j)
183.0 -1.1540218594188385e-24 1.9509943816017434e-24 -1.863839960778558e-24 -1.102469631630068e-24 (-1.1540218594188385e-24+1.9509943816017434e-24j) (-1.863839960778558e-24-1.102469631630068e-24j)
183.25 -1.164625912179506e-24 1.9427844807267446e-24 -1.8559968109114168e-24 -1.112599982320935e-24 (-1.164625912179506e-24+1.9427844807267446e-24j) (-1.8559968109114168e-24-1.112599982320935e-24j)
183.5 -1.175132070212302e-24 1.9345446410007977e-24 -1.8481250596155354e-24 -1.1226368114171332e-24 (-1.175132070212302e-24+1.9345446410007977e-24j) (-1.8481250596155354e-24-1.1226368114171332e-24j)
183.75 -1.1855406235102546e-24 1.9262758377291015e-24 -1.8402256386274798e-24 -1.1325803959571823e-24 (-1.1855406235102546e-24+1.9262758377291015e-24j) (-1.8402256386274798e-24-1.1325803959571823e-24j)
184.0 -1.195851866986581e-24 1.9179790378769494e-24 -1.8322994717164673e-24 -1.1424310176799964e-24 (-1.195851866986581e-24+1.9179790378769494e-24j) (-1.8322994717164673e-24-1.1424310176799964e-24j)
184.25 -1.2060661003670457e-24 1.909655200114094e-24 -1.8243474747267523e-24 -1.1521889629220522e-24 (-1.2060661003670457e-24+1.909655200114094e-24j) (-1.8243474747267523e-24-1.1521889629220522e-24j)
184.5 -1.216183628083818e-24 1.901305274859394e-24 -1.816370555620278e-24 -1.1618545225159876e-24 (-1.216183628083818e-24+1.901305274859394e-24j) (-1.816370555620278e-24-1.1618545225159876e-24j)
184.75 -1.2262047591706609e-24 1.8929302043258393e-24 -1.8083696145196872e-24 -1.1714279916904727e-24 (-1.2262047591706609e-24+1.8929302043258393e-24j) (-1.8083696145196872e-24-1.1714279916904727e-24j)
185.0 -1.2361298071597024e-24 1.8845309225657402e-24 -1.8003455437514985e-24 -1.1809096699715928e-24 (-1.2361298071597024e-24+1.8845309225657402e-24j) (-1.8003455437514985e-24-1.1809096699715928e-24j)
185.25 -1.2459590899794132e-24 1.8761083555163175e-24 -1.792299227889654e-24 -1.1902998610853828e-24 (-1.2459590899794132e-24+1.8761083555163175e-24j) (-1.792299227889654e-24-1.1902998610853828e-24j)
185.5 -1.255692929854112e-24 1.867663421045451e-24 -1.7842315437992294e-24 -1.199598872861823e-24 (-1.255692929854112e-24+1.867663421045451e-24j) (-1.7842315437992294e-24-1.199598872861823e-24j)
185.75 -1.2653316532048574e-24 1.8591970289976665e-24 -1.7761433606803607e-24 -1.2088070171401574e-24 (-1.2653316532048574e-24+1.8591970289976665e-24j) (-1.7761433606803607e-24-1.2088070171401574e-24j)
186.0 -1.2748755905514895e-24 1.850710081240456e-24 -1.7680355401125012e-24 -1.2179246096753117e-24 (-1.2748755905514895e-24+1.850710081240456e-24j) (-1.7680355401125012e-24-1.2179246096753117e-24j)
186.25 -1.2843250764162676e-24 1.8422034717106615e-24 -1.7599089360987297e-24 -1.226951970045835e-24 (-1.2843250764162676e-24+1.8422034717106615e-24j) (-1.7599089360987297e-24-1.226951970045835e-24j)
186.5 -1.2936804492286374e-24 1.833678086461169e-24 -1.751764395110359e-24 -1.235889421562923e-24 (-1.2936804492286374e-24+1.833678086461169e-24j) (-1.751764395110359e-24-1.235889421562923e-24j)
186.75 -1.3029420512313836e-24 1.82513480370773e-24 -1.743602756131667e-24 -1.2447372911807601e-24 (-1.3029420512313836e-24+1.82513480370773e-24j) (-1.743602756131667e-24-1.2447372911807601e-24j)
187.0 -1.3121102283880286e-24 1.8165744938759953e-24 -1.7354248507048283e-24 -1.2534959094080575e-24 (-1.3121102283880286e-24+1.8165744938759953e-24j) (-1.7354248507048283e-24-1.2534959094080575e-24j)
187.25 -1.3211853302914543e-24 1.8079980196487175e-24 -1.7272315029750086e-24 -1.2621656102207558e-24 (-1.3211853302914543e-24+1.8079980196487175e-24j) (-1.7272315029750086e-24-1.2621656102207558e-24j)
187.5 -1.3301677100739708e-24 1.799406236012997e-24 -1.7190235297355e-24 -1.2707467309761108e-24 (-1.3301677100739708e-24+1.799406236012997e-24j) (-1.7190235297355e-24-1.2707467309761108e-24j)
187.75 -1.3390577243182532e-24 1.790799990307893e-24 -1.7108017404732045e-24 -1.2792396123276093e-24 (-1.3390577243182532e-24+1.790799990307893e-24j) (-1.7108017404732045e-24-1.2792396123276093e-24j)
188.0 -1.3478557329699495e-24 1.7821801222718566e-24 -1.70256693741395e-24 -1.2876445981414816e-24 (-1.3478557329699495e-24+1.7821801222718566e-24j) (-1.70256693741395e-24-1.2876445981414816e-24j)
188.25 -1.3565620992510442e-24 1.7735474640905945e-24 -1.6943199155682137e-24 -1.295962035413934e-24 (-1.3565620992510442e-24+1.7735474640905945e-24j) (-1.6943199155682137e-24-1.295962035413934e-24j)
188.5 -1.3651771895747453e-24 1.7649028404447965e-24 -1.6860614627767187e-24 -1.3041922741898387e-24 (-1.3651771895747453e-24+1.7649028404447965e-24j) (-1.6860614627767187e-24-1.3041922741898387e-24j)
