Hz Re(h+) Im(h+) Re(hx) Im(hx) h+ hx
373.75 -3.7487872631613716e-26 3.1070255553298556e-26 -2.968229147041231e-26 -3.5813222074998955e-26 (-3.7487872631613716e-26+3.1070255553298556e-26j) (-2.968229147041231e-26-3.5813222074998955e-26j)
374.0 -3.7201443968854277e-26 3.0779546225550046e-26 -2.940456865012212e-26 -3.5539588694709507e-26 (-3.7201443968854277e-26+3.0779546225550046e-26j) (-2.940456865012212e-26-3.5539588694709507e-26j)
374.25 -3.691739194091789e-26 3.049163131710074e-26 -2.91295154174054e-26 -3.52682257806998e-26 (-3.691739194091789e-26+3.049163131710074e-26j) (-2.91295154174054e-26-3.52682257806998e-26j)
374.5 -3.6635694774604397e-26 3.020648360774258e-26 -2.885710576802964e-26 -3.4999112532417595e-26 (-3.6635694774604397e-26+3.020648360774258e-26j) (-2.885710576802964e-26-3.4999112532417595e-26j)
374.75 -3.6356330919977896e-26 2.992407613697765e-26 -2.8587313945870755e-26 -3.473222836260131e-26 (-3.6356330919977896e-26+2.992407613697765e-26j) (-2.8587313945870755e-26-3.473222836260131e-26j)
375.0 -3.607927904780251e-26 2.9644382201813563e-26 -2.832011444080696e-26 -3.446755289483034e-26 (-3.607927904780251e-26+2.9644382201813563e-26j) (-2.832011444080696e-26-3.446755289483034e-26j)
375.25 -3.5804518047010923e-26 2.936737535457037e-26 -2.805548198662364e-26 -3.42050659611066e-26 (-3.5804518047010923e-26+2.936737535457037e-26j) (-2.805548198662364e-26-3.42050659611066e-26j)
375.5 -3.55320270222027e-26 2.9093029400698176e-26 -2.779339155892845e-26 -3.3944747599464727e-26 (-3.55320270222027e-26+2.9093029400698176e-26j) (-2.779339155892845e-26-3.3944747599464727e-26j)
375.75 -3.526178529117869e-26 2.8821318396601946e-26 -2.753381837307333e-26 -3.3686578051616517e-26 (-3.526178529117869e-26+2.8821318396601946e-26j) (-2.753381837307333e-26-3.3686578051616517e-26j)
376.0 -3.4993772382500103e-26 2.855221664748373e-26 -2.727673788209305e-26 -3.34305377606191e-26 (-3.4993772382500103e-26+2.855221664748373e-26j) (-2.727673788209305e-26-3.34305377606191e-26j)
376.25 -3.4727968033083657e-26 2.82856987051893e-26 -2.702212577464812e-26 -3.317660736857748e-26 (-3.4727968033083657e-26+2.82856987051893e-26j) (-2.702212577464812e-26-3.317660736857748e-26j)
376.5 -3.446435218582369e-26 2.8021739366070844e-26 -2.676995797298292e-26 -3.2924767714372925e-26 (-3.446435218582369e-26+2.8021739366070844e-26j) (-2.676995797298292e-26-3.2924767714372925e-26j)
376.75 -3.4202904987245964e-26 2.776031366885822e-26 -2.6520210630892026e-26 -3.2674999831421505e-26 (-3.4202904987245964e-26+2.776031366885822e-26j) (-2.6520210630892026e-26-3.2674999831421505e-26j)
377.0 -3.39436067851889e-26 2.750139689254374e-26 -2.627286013169956e-26 -3.242728494545899e-26 (-3.39436067851889e-26+2.750139689254374e-26j) (-2.627286013169956e-26-3.242728494545899e-26j)
377.25 -3.368643812651728e-26 2.7244964554276037e-26 -2.602788308624706e-26 -3.218160447235662e-26 (-3.368643812651728e-26+2.7244964554276037e-26j) (-2.602788308624706e-26-3.218160447235662e-26j)
377.5 -3.343137975485916e-26 2.6990992407270504e-26 -2.57852563308973e-26 -3.193794001595914e-26 (-3.343137975485916e-26+2.6990992407270504e-26j) (-2.57852563308973e-26-3.193794001595914e-26j)
377.75 -3.3178412608376805e-26 2.673945643872648e-26 -2.5544956925544527e-26 -3.1696273365955336e-26 (-3.3178412608376805e-26+2.673945643872648e-26j) (-2.5544956925544527e-26-3.1696273365955336e-26j)
378.0 -3.2927517817562843e-26 2.6490332867758806e-26 -2.5306962151638422e-26 -3.1456586495772596e-26 (-3.2927517817562843e-26+2.6490332867758806e-26j) (-2.5306962151638422e-26-3.1456586495772596e-26j)
378.25 -3.2678676703061734e-26 2.624359814334417e-26 -2.507124951022213e-26 -3.1218861560495714e-26 (-3.2678676703061734e-26+2.624359814334417e-26j) (-2.507124951022213e-26-3.1218861560495714e-26j)
378.5 -3.2431870773523334e-26 2.599922894227503e-26 -2.4837796719977672e-26 -3.0983080894816344e-26 (-3.2431870773523334e-26+2.599922894227503e-26j) (-2.4837796719977672e-26-3.0983080894816344e-26j)
378.75 -3.2187081723480297e-26 2.5757202167128258e-26 -2.460658171528526e-26 -3.0749227011005223e-26 (-3.2187081723480297e-26+2.5757202167128258e-26j) (-2.460658171528526e-26-3.0749227011005223e-26j)
379.0 -3.1944291431250577e-26 2.551749494424861e-26 -2.4377582644296882e-26 -3.051728259690838e-26 (-3.1944291431250577e-26+2.551749494424861e-26j) (-2.4377582644296882e-26-3.051728259690838e-26j)
379.25 -3.1703481956869715e-26 2.528008462174053e-26 -2.415077786701782e-26 -3.0287230513971756e-26 (-3.1703481956869715e-26+2.528008462174053e-26j) (-2.415077786701782e-26-3.0287230513971756e-26j)
379.5 -3.1464635540045826e-26 2.5044948767476388e-26 -2.3926145953403846e-26 -3.0059053795287583e-26 (-3.1464635540045826e-26+2.5044948767476388e-26j) (-2.3926145953403846e-26-3.0059053795287583e-26j)
379.75 -3.122773459814195e-26 2.481206516711403e-26 -2.3703665681467343e-26 -2.983273564366686e-26 (-3.122773459814195e-26+2.481206516711403e-26j) (-2.3703665681467343e-26-2.983273564366686e-26j)
380.0 -3.099276172418301e-26 2.458141182213005e-26 -2.3483316035398428e-26 -2.960825942973533e-26 (-3.099276172418301e-26+2.458141182213005e-26j) (-2.3483316035398428e-26-2.960825942973533e-26j)
380.25 -3.075969968488418e-26 2.435296694786762e-26 -2.3265076203699996e-26 -2.9385608690049917e-26 (-3.075969968488418e-26+2.435296694786762e-26j) (-2.3265076203699996e-26-2.9385608690049917e-26j)
380.5 -3.0528531418710943e-26 2.4126708971590427e-26 -2.3048925577328587e-26 -2.9164767125245497e-26 (-3.0528531418710943e-26+2.4126708971590427e-26j) (-2.3048925577328587e-26-2.9164767125245497e-26j)
380.75 -3.029924003395635e-26 2.390261653055684e-26 -2.2834843747854578e-26 -2.8945718598197965e-26 (-3.029924003395635e-26+2.390261653055684e-26j) (-2.2834843747854578e-26-2.8945718598197965e-26j)
381.0 -3.007180880684534e-26 2.3680668470103514e-26 -2.262281050563141e-26 -2.8728447132213327e-26 (-3.007180880684534e-26+2.3680668470103514e-26j) (-2.262281050563141e-26-2.8728447132213327e-26j)
381.25 -2.984622117966167e-26 2.3460843841743683e-26 -2.2412805837978817e-26 -2.851293690923824e-26 (-2.984622117966167e-26+2.3460843841743683e-26j) (-2.2412805837978817e-26-2.851293690923824e-26j)
381.5 -2.962246075889906e-26 2.3243121901276786e-26 -2.2204809927376914e-26 -2.829917226809377e-26 (-2.962246075889906e-26+2.3243121901276786e-26j) (-2.2204809927376914e-26-2.829917226809377e-26j)
381.75 -2.9400511313433597e-26 2.3027482106913133e-26 -2.1998803149674624e-26 -2.808713770272944e-26 (-2.9400511313433597e-26+2.3027482106913133e-26j) (-2.1998803149674624e-26-2.808713770272944e-26j)
382.0 -2.918035677271922e-26 2.2813904117412066e-26 -2.1794766072311017e-26 -2.787681786049933e-26 (-2.918035677271922e-26+2.2813904117412066e-26j) (-2.1794766072311017e-26-2.787681786049933e-26j)
382.25 -2.896198122500603e-26 2.2602367790231455e-26 -2.159267945254748e-26 -2.766819754045997e-26 (-2.896198122500603e-26+2.2602367790231455e-26j) (-2.159267945254748e-26-2.766819754045997e-26j)
382.5 -2.874536891558161e-26 2.2392853179690374e-26 -2.139252423571245e-26 -2.746126169169022e-26 (-2.874536891558161e-26+2.2392853179690374e-26j) (-2.139252423571245e-26-2.746126169169022e-26j)
382.75 -2.8530504245029944e-26 2.218534053514933e-26 -2.1194281553462947e-26 -2.7255995411627987e-26 (-2.8530504245029944e-26+2.218534053514933e-26j) (-2.1194281553462947e-26-2.7255995411627987e-26j)
383.0 -2.8317371767515824e-26 2.1979810299198822e-26 -2.0997932722054065e-26 -2.7052383944431237e-26 (-2.8317371767515824e-26+2.1979810299198822e-26j) (-2.0997932722054065e-26-2.7052383944431237e-26j)
383.25 -2.8105956189089717e-26 2.1776243105862533e-26 -2.0803459240622398e-26 -2.685041267935861e-26 (-2.8105956189089717e-26+2.1776243105862533e-26j) (-2.0803459240622398e-26-2.685041267935861e-26j)
383.5 -2.78962423660108e-26 2.1574619778816721e-26 -2.0610842789485014e-26 -2.665006714916737e-26 (-2.78962423660108e-26+2.1574619778816721e-26j) (-2.0610842789485014e-26-2.665006714916737e-26j)
383.75 -2.768821530309381e-26 2.13749213296185e-26 -2.0420065228446846e-26 -2.6451333028534086e-26 (-2.768821530309381e-26+2.13749213296185e-26j) (-2.0420065228446846e-26-2.6451333028534086e-26j)
384.0 -2.748186015207429e-26 2.1177128955950927e-26 -2.0231108595124195e-26 -2.625419613249295e-26 (-2.748186015207429e-26+2.1177128955950927e-26j) (-2.0231108595124195e-26-2.625419613249295e-26j)
384.25 -2.7277162209994154e-26 2.098122403988002e-26 -2.0043955103279617e-26 -2.605864241489338e-26 (-2.7277162209994154e-26+2.098122403988002e-26j) (-2.0043955103279617e-26-2.605864241489338e-26j)
384.5 -2.707410691760784e-26 2.078718814612414e-26 -1.985858714116858e-26 -2.5864657966877455e-26 (-2.707410691760784e-26+2.078718814612414e-26j) (-1.985858714116858e-26-2.5864657966877455e-26j)
384.75 -2.6872679857805603e-26 2.05950030203404e-26 -1.9674987269902469e-26 -2.5672229015373596e-26 (-2.6872679857805603e-26+2.05950030203404e-26j) (-1.9674987269902469e-26-2.5672229015373596e-26j)
385.0 -2.667286675405937e-26 2.040465058741899e-26 -1.9493138221819066e-26 -2.5481341921611864e-26 (-2.667286675405937e-26+2.040465058741899e-26j) (-1.9493138221819066e-26-2.5481341921611864e-26j)
385.25 -2.6474653468885317e-26 2.021611294979472e-26 -1.9313022898869543e-26 -2.529198317965522e-26 (-2.6474653468885317e-26+2.021611294979472e-26j) (-1.9313022898869543e-26-2.529198317965522e-26j)
385.5 -2.627802600232555e-26 2.002937238577058e-26 -1.9134624371016906e-26 -2.5104139414949007e-26 (-2.627802600232555e-26+2.002937238577058e-26j) (-1.9134624371016906e-26-2.5104139414949007e-26j)
385.75 -2.608297049044745e-26 1.9844411347855763e-26 -1.8957925874648255e-26 -2.4917797382887362e-26 (-2.608297049044745e-26+1.9844411347855763e-26j) (-1.8957925874648255e-26-2.4917797382887362e-26j)
386.0 -2.588947320386427e-26 1.966121246111332e-26 -1.8782910810996258e-26 -2.4732943967399888e-26 (-2.588947320386427e-26+1.966121246111332e-26j) (-1.8782910810996258e-26-2.4732943967399888e-26j)
386.25 -2.5697520546270006e-26 1.947975852152529e-26 -1.8609562744577326e-26 -2.4549566179551976e-26 (-2.5697520546270006e-26+1.947975852152529e-26j) (-1.8609562744577326e-26-2.4549566179551976e-26j)
386.5 -2.5507099052994716e-26 1.9300032494367574e-26 -1.8437865401639048e-26 -2.4367651156164657e-26 (-2.5507099052994716e-26+1.9300032494367574e-26j) (-1.8437865401639048e-26-2.4367651156164657e-26j)
386.75 -2.5318195389574886e-26 1.9122017512601747e-26 -1.826780266862389e-26 -2.418718615844883e-26 (-2.5318195389574886e-26+1.9122017512601747e-26j) (-1.826780266862389e-26-2.418718615844883e-26j)
387.0 -2.5130796350343505e-26 1.8945696875275592e-26 -1.8099358590641138e-26 -2.4008158570658343e-26 (-2.5130796350343505e-26+1.8945696875275592e-26j) (-1.8099358590641138e-26-2.4008158570658343e-26j)
387.25 -2.4944888857036372e-26 1.8771054045939147e-26 -1.7932517369953738e-26 -2.3830555898758526e-26 (-2.4944888857036372e-26+1.8771054045939147e-26j) (-1.7932517369953738e-26-2.3830555898758526e-26j)
387.5 -2.4760459957414425e-26 1.8598072651073574e-26 -1.7767263364477321e-26 -2.3654365769110075e-26 (-2.4760459957414425e-26+1.8598072651073574e-26j) (-1.7767263364477321e-26-2.3654365769110075e-26j)
387.75 -2.4577496823903597e-26 1.8426736478532408e-26 -1.760358108629111e-26 -2.3479575927169696e-26 (-2.4577496823903597e-26+1.8426736478532408e-26j) (-1.760358108629111e-26-2.3479575927169696e-26j)
388.0 -2.439598675225048e-26 1.8257029475996542e-26 -1.74414552001619e-26 -2.330617423620577e-26 (-2.439598675225048e-26+1.8257029475996542e-26j) (-1.74414552001619e-26-2.330617423620577e-26j)
388.25 -2.4215917160195147e-26 1.8088935749440567e-26 -1.7280870522078925e-26 -2.313414867603051e-26 (-2.4215917160195147e-26+1.8088935749440567e-26j) (-1.7280870522078925e-26-2.313414867603051e-26j)
388.5 -2.403727558615795e-26 1.792243956161425e-26 -1.7121812017803163e-26 -2.29634873417454e-26 (-2.403727558615795e-26+1.792243956161425e-26j) (-1.7121812017803163e-26-2.29634873417454e-26j)
388.75 -2.3860049687944312e-26 1.7757525330534712e-26 -1.6964264801426888e-26 -2.2794178442503843e-26 (-2.3860049687944312e-26+1.7757525330534712e-26j) (-1.6964264801426888e-26-2.2794178442503843e-26j)
389.0 -2.368422724146478e-26 1.7594177627990604e-26 -1.6808214133944633e-26 -2.2626210300288406e-26 (-2.368422724146478e-26+1.7594177627990604e-26j) (-1.6808214133944633e-26-2.2626210300288406e-26j)
389.25 -2.3509796139468286e-26 1.743238117806266e-26 -1.6653645421839873e-26 -2.2459571348700657e-26 (-2.3509796139468286e-26+1.743238117806266e-26j) (-1.6653645421839873e-26-2.2459571348700657e-26j)
389.5 -2.333674439029241e-26 1.7272120855653978e-26 -1.650054421568092e-26 -2.2294250131767256e-26 (-2.333674439029241e-26+1.7272120855653978e-26j) (-1.650054421568092e-26-2.2294250131767256e-26j)
389.75 -2.3165060116628595e-26 1.7113381685032596e-26 -1.6348896208728656e-26 -2.2130235302760343e-26 (-2.3165060116628595e-26+1.7113381685032596e-26j) (-1.6348896208728656e-26-2.2130235302760343e-26j)
390.0 -2.2994731554302137e-26 1.6956148838387227e-26 -1.6198687235556724e-26 -2.196751562303201e-26 (-2.2994731554302137e-26+1.6956148838387227e-26j) (-1.6198687235556724e-26-2.196751562303201e-26j)
390.25 -2.2825747051065074e-26 1.6800407634397106e-26 -1.6049903270685313e-26 -2.1806079960861124e-26 (-2.2825747051065074e-26+1.6800407634397106e-26j) (-1.6049903270685313e-26-2.1806079960861124e-26j)
390.5 -2.265809506540548e-26 1.6646143536811242e-26 -1.5902530427223856e-26 -2.1645917290315815e-26 (-2.265809506540548e-26+1.6646143536811242e-26j) (-1.5902530427223856e-26-2.1645917290315815e-26j)
390.75 -2.2491764165370338e-26 1.6493342153041766e-26 -1.5756554955527217e-26 -2.148701669012893e-26 (-2.2491764165370338e-26+1.6493342153041766e-26j) (-1.5756554955527217e-26-2.148701669012893e-26j)
391.0 -2.2326743027401863e-26 1.6341989232769145e-26 -1.561196324186321e-26 -2.132936734258633e-26 (-2.2326743027401863e-26+1.6341989232769145e-26j) (-1.561196324186321e-26-2.132936734258633e-26j)
391.25 -2.2163020435187745e-26 1.6192070666560345e-26 -1.5468741807092505e-26 -2.1172958532428505e-26 (-2.2163020435187745e-26+1.6192070666560345e-26j) (-1.5468741807092505e-26-2.1172958532428505e-26j)
391.5 -2.2000585278525534e-26 1.6043572484497335e-26 -1.532687730535838e-26 -2.1017779645765697e-26 (-2.2000585278525534e-26+1.6043572484497335e-26j) (-1.532687730535838e-26-2.1017779645765697e-26j)
391.75 -2.183942655220053e-26 1.589648085481905e-26 -1.5186356522789365e-26 -2.0863820169005896e-26 (-2.183942655220053e-26+1.589648085481905e-26j) (-1.5186356522789365e-26-2.0863820169005896e-26j)
392.0 -2.167953335487621e-26 1.575078208257511e-26 -1.5047166376213091e-26 -2.0711069687794848e-26 (-2.167953335487621e-26+1.575078208257511e-26j) (-1.5047166376213091e-26-2.0711069687794848e-26j)
392.25 -2.1520894887997895e-26 1.5606462608291721e-26 -1.4909293911881804e-26 -2.055951788596869e-26 (-2.1520894887997895e-26+1.5606462608291721e-26j) (-1.4909293911881804e-26-2.055951788596869e-26j)
392.5 -2.136350045471074e-26 1.546350900664786e-26 -1.4772726304207657e-26 -2.040915454452029e-26 (-2.136350045471074e-26+1.546350900664786e-26j) (-1.4772726304207657e-26-2.040915454452029e-26j)
392.75 -2.1207339458788027e-26 1.5321907985165602e-26 -1.4637450854511582e-26 -2.0259969540575394e-26 (-2.1207339458788027e-26+1.5321907985165602e-26j) (-1.4637450854511582e-26-2.0259969540575394e-26j)
393.0 -2.1052401403574746e-26 1.518164638290998e-26 -1.4503454989781194e-26 -2.0111952846383405e-26 (-2.1052401403574746e-26+1.518164638290998e-26j) (-1.4503454989781194e-26-2.0111952846383405e-26j)
393.25 -2.0898675890940774e-26 1.5042711169203178e-26 -1.4370726261442442e-26 -1.9965094528317345e-26 (-2.0898675890940774e-26+1.5042711169203178e-26j) (-1.4370726261442442e-26-1.9965094528317345e-26j)
393.5 -2.0746152620249882e-26 1.4905089442345783e-26 -1.4239252344137988e-26 -1.981938474588889e-26 (-2.0746152620249882e-26+1.4905089442345783e-26j) (-1.4239252344137988e-26-1.981938474588889e-26j)
393.75 -2.0594821387336673e-26 1.4768768428355587e-26 -1.4109021034522333e-26 -1.9674813750771027e-26 (-2.0594821387336673e-26+1.4768768428355587e-26j) (-1.4109021034522333e-26-1.9674813750771027e-26j)
394.0 -2.0444672083499314e-26 1.4633735479712176e-26 -1.3980020250062498e-26 -1.9531371885835773e-26 (-2.0444672083499314e-26+1.4633735479712176e-26j) (-1.3980020250062498e-26-1.9531371885835773e-26j)
394.25 -2.0295694694501215e-26 1.4499978074116634e-26 -1.3852238027853147e-26 -1.938904958420047e-26 (-2.0295694694501215e-26+1.4499978074116634e-26j) (-1.3852238027853147e-26-1.938904958420047e-26j)
394.5 -2.0147879299586672e-26 1.4367483813260394e-26 -1.3725662523440397e-26 -1.924783736828737e-26 (-2.0147879299586672e-26+1.4367483813260394e-26j) (-1.3725662523440397e-26-1.924783736828737e-26j)
394.75 -2.0001216070505733e-26 1.423624042160712e-26 -1.360028200965816e-26 -1.9107725848892093e-26 (-2.0001216070505733e-26+1.423624042160712e-26j) (-1.360028200965816e-26-1.9107725848892093e-26j)
395.0 -1.985569527055314e-26 1.4106235745182876e-26 -1.347608487547233e-26 -1.8968705724265473e-26 (-1.985569527055314e-26+1.4106235745182876e-26j) (-1.347608487547233e-26-1.8968705724265473e-26j)
395.25 -1.9711307253614866e-26 1.3977457750382088e-26 -1.335305962484009e-26 -1.883076777920272e-26 (-1.9711307253614866e-26+1.3977457750382088e-26j) (-1.335305962484009e-26-1.883076777920272e-26j)
395.5 -1.95680424632298e-26 1.3849894522778338e-26 -1.3231194875573842e-26 -1.8693902884146986e-26 (-1.95680424632298e-26+1.3849894522778338e-26j) (-1.3231194875573842e-26-1.8693902884146986e-26j)
395.75 -1.9425891431659124e-26 1.3723534265951876e-26 -1.3110479358221074e-26 -1.8558101994300337e-26 (-1.9425891431659124e-26+1.3723534265951876e-26j) (-1.3110479358221074e-26-1.8558101994300337e-26j)
396.0 -1.9284844778967935e-26 1.359836530032446e-26 -1.2990901914951267e-26 -1.842335614874641e-26 (-1.9284844778967935e-26+1.359836530032446e-26j) (-1.2990901914951267e-26-1.842335614874641e-26j)
396.25 -1.9144893212117408e-26 1.3474376062006157e-26 -1.2872451498454208e-26 -1.8289656469583095e-26 (-1.9144893212117408e-26+1.3474376062006157e-26j) (-1.2872451498454208e-26-1.8289656469583095e-26j)
396.5 -1.9006027524067626e-26 1.3351555101652063e-26 -1.2755117170847779e-26 -1.8156994161065476e-26 (-1.9006027524067626e-26+1.3351555101652063e-26j) (-1.2755117170847779e-26-1.8156994161065476e-26j)
396.75 -1.8868238592889655e-26 1.3229891083331082e-26 -1.2638888102597274e-26 -1.8025360508757555e-26 (-1.8868238592889655e-26+1.3229891083331082e-26j) (-1.2638888102597274e-26-1.8025360508757555e-26j)
397.0 -1.8731517380889627e-26 1.3109372783403737e-26 -1.2523753571443336e-26 -1.7894746878695476e-26 (-1.8731517380889627e-26+1.3109372783403737e-26j) (-1.2523753571443336e-26-1.7894746878695476e-26j)
397.25 -1.8595854933741548e-26 1.2989989089411313e-26 -1.240970296134073e-26 -1.7765144716559052e-26 (-1.8595854933741548e-26+1.2989989089411313e-26j) (-1.240970296134073e-26-1.7765144716559052e-26j)
397.5 -1.8461242379630433e-26 1.2871728998975321e-26 -1.2296725761406956e-26 -1.7636545546853202e-26 (-1.8461242379630433e-26+1.2871728998975321e-26j) (-1.2296725761406956e-26-1.7636545546853202e-26j)
397.75 -1.8327670928405986e-26 1.2754581618706371e-26 -1.2184811564879886e-26 -1.7508940972099418e-26 (-1.8327670928405986e-26+1.2754581618706371e-26j) (-1.2184811564879886e-26-1.7508940972099418e-26j)
398.0 -1.8195131870744243e-26 1.2638536163125876e-26 -1.2073950068087613e-26 -1.7382322672034874e-26 (-1.8195131870744243e-26+1.2638536163125876e-26j) (-1.2073950068087613e-26-1.7382322672034874e-26j)
398.25 -1.8063616577321975e-26 1.2523581953592717e-26 -1.1964131069423092e-26 -1.7256682402823696e-26 (-1.8063616577321975e-26+1.2523581953592717e-26j) (-1.1964131069423092e-26-1.7256682402823696e-26j)
398.5 -1.7933116497996476e-26 1.2409708417247111e-26 -1.1855344468335157e-26 -1.71320119962734e-26 (-1.7933116497996476e-26+1.2409708417247111e-26j) (-1.1855344468335157e-26-1.71320119962734e-26j)
398.75 -1.7803623160998264e-26 1.2296905085958244e-26 -1.1747580264323189e-26 -1.7008303359063648e-26 (-1.7803623160998264e-26+1.2296905085958244e-26j) (-1.1747580264323189e-26-1.7008303359063648e-26j)
399.0 -1.767512817213122e-26 1.218516159528496e-26 -1.1640828555944223e-26 -1.688554847198213e-26 (-1.767512817213122e-26+1.218516159528496e-26j) (-1.1640828555944223e-26-1.688554847198213e-26j)
399.25 -1.7547623213982092e-26 1.2074467683445999e-26 -1.1535079539829184e-26 -1.676373938916938e-26 (-1.7547623213982092e-26+1.2074467683445999e-26j) (-1.1535079539829184e-26-1.676373938916938e-26j)
399.5 -1.742110004513954e-26 1.1964813190298657e-26 -1.1430323509707178e-26 -1.6642868237372688e-26 (-1.742110004513954e-26+1.1964813190298657e-26j) (-1.1430323509707178e-26-1.6642868237372688e-26j)
399.75 -1.729555049942106e-26 1.185618805632972e-26 -1.1326550855441505e-26 -1.6522927215207574e-26 (-1.729555049942106e-26+1.185618805632972e-26j) (-1.1326550855441505e-26-1.6522927215207574e-26j)
400.0 -1.7170966485110238e-26 1.1748582321652813e-26 -1.1223752062071788e-26 -1.6403908592429134e-26 (-1.7170966485110238e-26+1.1748582321652813e-26j) (-1.1223752062071788e-26-1.6403908592429134e-26j)
400.25 -1.704733998420098e-26 1.164198612501807e-26 -1.1121917708867895e-26 -1.628580470920999e-26 (-1.704733998420098e-26+1.164198612501807e-26j) (-1.1121917708867895e-26-1.628580470920999e-26j)
400.5 -1.6924663051651765e-26 1.1536389702829348e-26 -1.1021038468391047e-26 -1.616860797542788e-26 (-1.6924663051651765e-26+1.1536389702829348e-26j) (-1.1021038468391047e-26-1.616860797542788e-26j)
400.75 -1.680292781464716e-26 1.1431783388172306e-26 -1.0921105105565315e-26 -1.6052310869960183e-26 (-1.680292781464716e-26+1.1431783388172306e-26j) (-1.0921105105565315e-26-1.6052310869960183e-26j)
401.0 -1.668212647186846e-26 1.1328157609850619e-26 -1.0822108476756895e-26 -1.5936905939987085e-26 (-1.668212647186846e-26+1.1328157609850619e-26j) (-1.0822108476756895e-26-1.5936905939987085e-26j)
401.25 -1.656225129277247e-26 1.1225502891432272e-26 -1.0724039528862999e-26 -1.5822385800302646e-26 (-1.656225129277247e-26+1.1225502891432272e-26j) (-1.0724039528862999e-26-1.5822385800302646e-26j)
401.5 -1.64432946168781e-26 1.1123809850304486e-26 -1.0626889298409e-26 -1.5708743132633206e-26 (-1.64432946168781e-26+1.1123809850304486e-26j) (-1.0626889298409e-26-1.5708743132633206e-26j)
401.75 -1.6325248853061315e-26 1.1023069196738152e-26 -1.0530648910654664e-26 -1.559597068496387e-26 (-1.6325248853061315e-26+1.1023069196738152e-26j) (-1.0530648910654664e-26-1.559597068496387e-26j)
402.0 -1.6208106478857855e-26 1.0923271732961034e-26 -1.043530957870875e-26 -1.5484061270872357e-26 (-1.6208106478857855e-26+1.0923271732961034e-26j) (-1.043530957870875e-26-1.5484061270872357e-26j)
402.25 -1.6091860039773966e-26 1.0824408352239543e-26 -1.0340862602651802e-26 -1.5373007768870527e-26 (-1.6091860039773966e-26+1.0824408352239543e-26j) (-1.0340862602651802e-26-1.5373007768870527e-26j)
402.5 -1.5976502148604464e-26 1.072647003797083e-26 -1.0247299368668804e-26 -1.526280312175292e-26 (-1.5976502148604464e-26+1.072647003797083e-26j) (-1.0247299368668804e-26-1.526280312175292e-26j)
402.75 -1.5862025484759104e-26 1.0629447862781751e-26 -1.0154611348188398e-26 -1.5153440335953183e-26 (-1.5862025484759104e-26+1.0629447862781751e-26j) (-1.0154611348188398e-26-1.5153440335953183e-26j)
403.0 -1.574842279359596e-26 1.0533332987637826e-26 -1.0062790097031634e-26 -1.5044912480907278e-26 (-1.574842279359596e-26+1.0533332987637826e-26j) (-1.0062790097031634e-26-1.5044912480907278e-26j)
403.25 -1.563568688576249e-26 1.0438116660960375e-26 -9.971827254568562e-27 -1.493721268842394e-26 (-1.563568688576249e-26+1.0438116660960375e-26j) (-9.971827254568562e-27-1.493721268842394e-26j)
403.5 -1.5523810636543926e-26 1.034379021775256e-26 -9.881714542883304e-27 -1.4830334152062194e-26 (-1.5523810636543926e-26+1.034379021775256e-26j) (-9.881714542883304e-27-1.4830334152062194e-26j)
403.75 -1.541278698521861e-26 1.0250345078733736e-26 -9.792443765947083e-27 -1.4724270126515496e-26 (-1.541278698521861e-26+1.0250345078733736e-26j) (-9.792443765947083e-27-1.4724270126515496e-26j)
404.0 -1.5302608934421483e-26 1.015777274948174e-26 -9.704006808798816e-27 -1.4619013927003645e-26 (-1.5302608934421483e-26+1.015777274948174e-26j) (-9.704006808798816e-27-1.4619013927003645e-26j)
404.25 -1.5193269549513148e-26 1.0066064819585155e-26 -9.616395636735264e-27 -1.451455892867003e-26 (-1.5193269549513148e-26+1.0066064819585155e-26j) (-9.616395636735264e-27-1.451455892867003e-26j)
404.5 -1.5084761957957586e-26 9.975212961801435e-27 -9.52960229450675e-27 -1.4410898565987152e-26 (-1.5084761957957586e-26+9.975212961801435e-27j) (-9.52960229450675e-27-1.4410898565987152e-26j)
404.75 -1.49770793487057e-26 9.885208931225269e-27 -9.443618905522683e-27 -1.4308026332167703e-26 (-1.49770793487057e-26+9.885208931225269e-27j) (-9.443618905522683e-27-1.4308026332167703e-26j)
405.0 -1.4870214971585734e-26 9.796044564464293e-27 -9.358437671064085e-27 -1.4205935778582212e-26 (-1.4870214971585734e-26+9.796044564464293e-27j) (-9.358437671064085e-27-1.4205935778582212e-26j)
405.25 -1.4764162136701088e-26 9.707711778822928e-27 -9.2740508695039e-27 -1.4104620514183772e-26 (-1.4764162136701088e-26+9.707711778822928e-27j) (-9.2740508695039e-27-1.4104620514183772e-26j)
405.5 -1.465891421383419e-26 9.620202571494335e-27 -9.190450855535034e-27 -1.4004074204938527e-26 (-1.465891421383419e-26+9.620202571494335e-27j) (-9.190450855535034e-27-1.4004074204938527e-26j)
405.75 -1.4554464631856987e-26 9.533509018760469e-27 -9.107630059406146e-27 -1.3904290573262512e-26 (-1.4554464631856987e-26+9.533509018760469e-27j) (-9.107630059406146e-27-1.3904290573262512e-26j)
406.0 -1.445080687814889e-26 9.44762327519871e-27 -9.025580986163729e-27 -1.3805263397465583e-26 (-1.445080687814889e-26+9.44762327519871e-27j) (-9.025580986163729e-27-1.3805263397465583e-26j)
